GEOID20,C_TOT15,C_NHS15,C_AIA15,C_ASN15,C_BLK15,C_NHP15,C_WHT15,C_AIW15,C_ASW15,C_BLW15,C_AIB15,C_2OM15,C_HSP15,CVAP_TOT15,CVAP_NHS15,CVAP_AIA15,CVAP_ASN15,CVAP_BLK15,CVAP_NHP15,CVAP_WHT15,CVAP_AIW15,CVAP_ASW15,CVAP_BLW15,CVAP_AIB15,CVAP_2OM15,CVAP_HSP15
150030086275004,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150030086275005,98,95,0,13,0,31,1,0,0,0,0,39,4,80,76,0,15,0,28,1,0,0,0,0,37,5
150030086275006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275020,211,184,0,54,0,4,5,0,0,0,0,136,25,188,161,0,53,0,5,5,0,0,0,0,104,26
150030086275021,22,20,0,7,0,2,0,0,0,0,0,4,2,21,20,0,7,0,3,0,0,0,0,0,3,1
150030086275022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275023,7,6,0,1,0,2,0,0,0,0,0,4,1,5,5,0,1,0,2,0,0,0,0,0,2,0
150030086275024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086275025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086281000,70,68,0,47,0,4,10,0,2,0,0,8,4,59,53,0,37,1,4,9,0,0,0,0,4,6
150030086281001,415,407,0,243,1,50,46,0,18,0,0,70,17,337,315,0,188,1,41,37,0,11,0,0,48,22
150030086281002,37,36,0,16,0,9,5,0,1,0,0,6,2,23,21,0,9,0,4,3,0,2,0,0,4,1
150030086281003,451,418,0,286,2,46,45,0,17,0,0,55,30,357,328,0,229,1,37,39,0,13,0,0,33,29
150030086281004,429,424,0,252,0,90,30,0,18,0,0,72,16,336,323,0,197,0,64,27,0,14,0,0,48,15
150030086281005,40,34,0,16,0,10,5,0,0,0,0,5,4,32,27,0,16,0,3,4,0,0,0,0,3,5
150030086282000,25,25,0,21,0,0,5,0,1,0,0,1,0,22,22,0,17,0,0,5,0,0,0,0,1,1
150030086282001,503,476,0,266,2,35,87,0,41,0,0,75,29,367,337,0,193,2,24,68,0,18,0,0,41,31
150030086282002,357,331,0,194,2,16,32,0,20,0,0,71,24,267,242,0,149,2,12,29,0,11,0,0,39,24
150030086282003,588,516,0,254,3,90,30,0,22,0,0,122,54,415,367,0,200,3,61,29,0,21,0,0,69,46
150030086291000,428,288,0,66,13,8,21,0,12,0,0,36,173,261,172,0,35,13,7,18,0,5,0,0,22,129
150030086291001,1174,960,0,648,69,5,240,0,64,0,0,72,190,873,677,0,425,48,6,197,0,49,0,0,44,172
150030086291002,279,229,0,214,3,1,33,0,10,0,0,13,43,207,164,0,142,3,1,28,0,3,0,0,6,30
150030086291003,119,103,0,97,25,1,16,0,4,0,0,4,9,89,72,0,58,16,1,12,0,3,0,0,3,9
150030086301000,316,269,0,133,7,15,68,0,32,1,0,48,47,243,217,0,110,6,15,53,0,22,0,0,33,26
150030086301001,1228,973,12,287,19,136,248,2,114,2,0,211,249,803,676,6,210,13,90,204,2,71,0,0,117,122
150030086301002,26,26,0,6,0,3,8,0,6,0,0,7,0,23,23,0,6,0,3,7,0,5,0,0,5,0
150030086301003,86,77,0,39,0,5,11,0,9,0,0,19,9,61,59,0,33,0,4,10,0,5,0,0,11,2
150030086302000,40,38,0,12,5,0,19,0,7,0,0,3,3,30,29,0,8,3,0,16,0,5,0,0,2,1
150030086302001,427,375,0,155,15,38,145,1,31,1,0,41,51,335,309,0,125,14,25,121,1,22,0,0,29,26
150030086302002,591,510,2,194,12,38,155,2,82,1,0,97,81,425,385,1,158,11,24,129,2,44,0,0,56,41
150030086311000,431,396,0,129,17,44,168,0,40,1,0,47,37,312,291,0,105,14,29,128,0,26,0,0,22,22
150030086311001,469,409,0,202,11,9,121,2,61,1,0,72,59,352,317,0,152,11,8,105,2,37,0,0,42,35
150030086311002,285,269,2,134,7,16,78,1,40,1,0,41,17,222,212,0,110,5,13,65,0,25,0,0,24,12
150030086311003,227,209,0,88,6,2,91,0,31,0,0,30,19,173,163,0,72,6,1,74,0,19,0,0,15,11
150030086312000,232,209,5,75,6,7,75,0,34,0,0,39,24,165,150,2,62,5,5,58,0,15,0,0,18,15
150030086312001,1138,1019,3,412,37,47,404,2,148,2,0,144,121,875,795,1,336,28,41,318,2,87,0,0,83,81
150030086312002,123,101,0,40,3,3,44,0,21,0,0,14,21,84,70,0,26,3,1,36,0,5,0,0,5,13
150030086312003,146,130,0,45,0,13,51,0,9,0,0,22,16,112,105,0,42,0,10,42,0,7,0,0,13,7
150030086312004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086312005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086321000,79,71,6,21,0,6,25,19,3,0,0,12,6,60,53,4,16,0,6,21,13,3,0,0,5,7
150030086321001,349,325,27,85,0,28,141,66,16,0,0,51,23,268,242,18,64,0,31,116,42,15,0,0,21,25
150030086321002,276,263,22,114,0,19,39,0,20,0,0,29,15,188,177,13,77,0,17,26,0,14,0,0,12,12
150030086321003,149,129,12,39,0,4,88,0,9,0,0,20,15,109,97,8,26,0,4,61,0,9,0,0,10,12
150030086321004,227,227,18,76,0,13,92,0,22,0,0,33,6,170,161,12,57,0,12,76,0,19,0,0,12,9
150030086322000,132,119,0,52,0,2,32,0,10,0,2,32,11,95,87,0,40,0,2,28,0,9,0,2,18,8
150030086322001,39,31,0,20,1,0,6,0,1,0,0,8,5,30,23,0,12,2,0,6,0,1,0,0,5,5
150030086322002,107,112,0,31,0,7,22,3,6,0,0,35,1,79,80,0,25,0,6,22,4,4,0,0,18,1
150030086322003,122,120,0,45,0,8,14,0,8,0,0,34,5,96,93,0,37,0,7,15,0,6,0,0,23,5
150030086322004,110,108,0,52,0,2,15,0,15,0,0,37,4,78,75,0,43,0,2,15,0,7,0,0,16,4
150030086322005,150,147,0,59,0,4,29,0,19,0,0,45,6,119,115,0,49,0,5,28,0,17,0,0,28,6
150030086322006,134,133,0,71,8,5,24,0,10,0,0,26,5,104,99,0,44,10,6,22,0,4,0,0,16,6
150030086322007,163,147,14,85,1,7,26,0,6,0,2,27,13,124,112,14,66,1,6,23,0,1,0,2,15,12
150030086322008,58,53,0,30,3,4,7,0,6,0,0,7,4,44,39,0,24,3,3,7,0,3,0,0,3,5
150030086322009,211,197,0,122,1,2,48,5,9,0,0,41,14,165,152,0,102,1,3,34,3,9,0,0,22,13
150030086322010,64,61,0,26,5,1,20,0,5,0,0,11,3,58,54,0,24,4,2,18,0,6,0,0,8,4
150030086322011,113,115,0,72,1,1,23,0,9,0,0,27,3,92,92,0,60,1,1,25,0,9,0,0,13,3
150030086322012,176,154,0,83,6,7,22,0,17,0,0,31,16,137,115,0,61,6,8,21,0,11,0,0,16,18
150030086322013,160,145,0,110,0,7,12,0,4,0,0,21,12,116,104,0,74,0,7,12,0,0,0,0,11,12
150030086322014,92,80,0,47,0,5,5,0,4,0,0,18,8,64,59,0,36,0,3,5,0,4,0,0,12,5
150030086322015,134,118,0,66,0,5,10,0,2,0,0,31,12,109,95,0,52,0,6,11,0,3,0,0,20,12
150030086322016,345,330,0,209,13,3,45,2,29,0,0,84,18,270,256,0,146,11,3,48,3,26,0,0,56,16
150030086323000,103,104,0,58,0,26,6,0,10,0,0,18,2,79,76,0,40,0,15,7,0,10,0,0,16,3
150030086323001,904,865,0,460,0,204,82,0,68,0,0,125,32,642,619,0,355,0,95,76,0,63,0,0,97,22
150030086323002,48,51,0,17,0,0,7,0,7,0,0,12,1,34,35,0,15,0,0,7,0,2,0,0,7,0
150030086324000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324003,331,271,0,92,0,88,29,0,16,0,0,60,61,236,203,0,80,0,63,25,0,8,0,0,33,34
150030086324004,114,102,0,39,0,29,9,0,11,0,0,22,8,86,78,0,31,0,22,9,0,5,0,0,15,6
150030086324005,111,89,0,40,0,30,5,0,6,0,0,20,23,87,76,0,38,0,19,5,0,5,0,0,16,11
150030086324006,154,123,0,79,0,18,7,0,2,0,0,18,33,101,88,0,61,0,11,6,0,2,0,0,11,14
150030086324007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086324010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086331000,2815,2079,0,865,219,373,304,0,373,10,0,319,736,1741,1363,0,438,189,199,259,0,149,10,0,269,378
150030086331001,12,9,0,4,1,2,1,0,2,0,0,1,3,7,6,0,2,1,1,1,0,1,0,0,1,2
150030086331002,3,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
150030086331003,509,475,1,260,8,37,54,1,14,7,0,84,32,357,342,1,210,8,27,45,1,3,6,0,24,15
150030086331004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030086341000,164,164,0,84,6,9,31,0,23,0,0,26,4,130,125,0,71,6,5,28,0,8,0,0,16,5
150030086341001,211,186,0,81,9,41,29,0,27,0,0,34,21,185,165,0,69,9,20,32,0,17,0,0,34,20
150030086342000,316,319,0,159,0,0,82,0,27,0,0,75,0,307,307,0,146,0,0,84,0,19,0,0,74,0
150030086342001,429,426,0,211,0,0,143,0,58,0,0,75,0,388,388,0,194,0,0,141,0,36,0,0,56,0
150030086343000,946,883,3,484,15,68,101,2,25,12,0,157,59,664,636,3,389,14,50,83,2,6,11,0,45,28
150030086343001,121,123,0,93,0,9,18,1,4,2,0,17,4,94,98,0,85,0,6,17,1,1,4,0,5,2
150030086343002,169,159,0,188,2,6,17,0,2,4,0,17,10,135,129,0,166,3,2,15,0,0,4,0,6,5
150030087021000,37,31,0,21,0,1,1,0,12,0,0,8,6,32,28,0,18,0,1,0,0,6,0,0,10,4
150030087021001,19,17,0,11,0,4,0,0,0,0,0,0,2,16,14,0,10,0,3,0,0,0,0,0,1,1
150030087021002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087021003,7,6,0,3,0,0,1,0,0,0,0,2,2,7,6,0,3,0,0,1,0,0,0,0,2,1
150030087021004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087021005,80,67,0,63,0,1,4,0,2,0,0,1,15,60,51,0,47,0,1,2,0,2,0,0,2,11
150030087021006,171,151,0,115,0,24,0,0,3,1,0,10,10,130,119,0,88,0,20,0,0,1,0,0,9,5
150030087021007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087021008,769,646,0,482,3,57,32,0,45,1,0,67,138,636,555,0,415,3,50,32,0,17,2,0,56,93
150030087021009,112,91,0,64,1,10,5,0,6,0,0,10,27,88,77,0,55,0,8,5,0,1,0,0,8,14
150030087021010,160,143,0,134,0,1,5,0,5,0,0,6,7,126,116,0,101,0,1,6,0,3,0,0,7,5
150030087021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087021012,3,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0
150030087021013,32,28,0,21,0,3,1,0,4,0,0,3,3,25,23,0,17,0,2,1,0,2,0,0,3,2
150030087021014,104,92,0,69,0,13,2,0,6,0,0,7,7,77,70,0,54,0,9,3,0,1,0,0,5,4
150030087021015,62,53,0,38,0,9,0,0,1,0,0,5,9,44,39,0,28,0,6,0,0,0,0,0,4,5
150030087022000,41,41,0,25,0,7,0,0,2,0,0,9,0,30,31,0,17,0,5,0,0,2,0,0,8,0
150030087022001,684,646,0,408,0,144,10,0,10,0,0,92,38,440,423,0,255,0,111,11,0,10,0,0,57,17
150030087022002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087022003,1070,998,0,594,0,246,28,0,22,0,0,137,71,673,637,0,375,0,170,26,0,18,0,0,78,32
150030087022004,122,123,0,106,0,12,0,0,0,0,0,6,0,89,91,0,75,0,9,0,0,0,0,0,4,0
150030087022005,94,89,0,64,0,4,2,0,4,0,0,17,5,60,57,0,40,0,3,3,0,3,0,0,10,3
150030087022006,189,178,0,138,0,12,5,0,2,0,0,9,11,128,126,0,93,0,7,5,0,2,0,0,8,3
150030087023000,959,813,0,717,0,32,24,0,21,2,0,46,154,747,665,0,563,1,29,25,0,7,2,0,43,80
150030087041000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041007,3,3,0,2,0,0,2,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0
150030087041008,44,28,0,7,0,14,21,0,0,0,0,1,20,31,23,0,6,0,12,12,0,0,0,0,1,8
150030087041009,399,308,0,133,0,61,75,0,0,0,0,30,82,256,220,0,97,0,50,44,0,0,0,0,22,32
150030087041010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041015,36,30,0,6,0,11,11,0,0,0,0,5,3,19,18,0,4,0,5,7,0,0,0,0,4,1
150030087041016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041017,43,33,0,14,0,6,8,0,0,0,0,3,9,28,24,0,11,0,6,5,0,0,0,0,2,3
150030087041018,135,98,0,33,0,23,18,0,0,0,0,16,41,78,67,0,26,0,17,11,0,0,0,0,11,11
150030087041019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087041020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087042000,227,211,0,208,0,0,1,0,17,0,0,10,14,190,176,0,166,0,0,1,0,15,0,0,10,14
150030087042001,206,190,0,163,0,0,10,0,19,0,0,19,15,179,166,0,141,0,0,10,0,17,0,0,17,12
150030087042002,127,117,0,102,0,0,10,0,11,0,0,9,8,113,108,0,92,0,0,12,0,6,0,0,8,2
150030087042003,70,66,0,50,0,0,0,0,8,0,0,7,3,55,52,0,43,0,0,0,0,9,0,0,4,2
150030087042004,119,108,0,103,0,0,0,0,6,0,0,7,10,91,86,0,82,0,0,0,0,6,0,0,5,2
150030087042005,11,10,0,10,0,0,0,0,1,0,0,1,1,9,8,0,8,0,0,0,0,1,0,0,0,0
150030087042006,94,88,0,85,0,0,5,0,4,0,0,5,4,82,76,0,70,0,0,6,0,4,0,0,5,4
150030087042007,103,89,0,86,0,0,1,0,10,0,0,7,18,84,71,0,70,0,0,1,0,6,0,0,4,21
150030087042008,697,637,0,535,0,0,23,0,48,0,0,60,61,547,501,0,427,0,0,20,0,23,0,0,41,49
150030087042009,129,114,0,105,0,0,1,0,4,0,0,8,18,106,94,0,86,0,0,1,0,2,0,0,6,16
150030087042010,148,140,0,131,0,0,3,0,2,0,0,6,5,127,120,0,110,0,0,3,0,0,0,0,6,4
150030087042011,94,90,0,87,0,0,1,0,10,0,0,6,3,87,82,0,80,0,0,1,0,6,0,0,4,4
150030087051000,26,20,0,4,0,1,0,0,0,0,0,13,4,13,10,0,4,0,0,0,0,0,0,0,6,4
150030087051001,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150030087051002,585,464,4,44,5,299,26,0,0,0,4,62,86,299,239,4,33,0,102,20,0,0,0,4,43,36
150030087051003,237,191,2,41,2,92,17,0,0,0,2,18,25,137,110,2,33,3,33,16,0,0,0,2,14,13
150030087051004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087051005,435,327,3,21,11,175,65,0,0,0,3,96,134,209,155,3,16,14,54,55,0,0,0,3,55,73
150030087051006,206,147,1,10,2,68,22,0,0,0,1,60,91,111,80,1,9,3,26,19,0,0,0,1,37,49
150030087051007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087052000,42,42,1,16,1,19,4,1,1,1,0,2,0,24,24,1,10,1,9,3,1,0,1,0,1,0
150030087052001,951,951,9,357,14,436,88,9,9,14,0,42,0,543,543,9,218,14,199,79,9,0,14,0,23,0
150030087052002,32,32,0,12,0,15,3,0,0,0,0,1,0,18,18,0,7,0,7,3,0,0,0,0,1,0
150030087061000,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1
150030087061001,570,509,0,371,1,14,43,0,19,0,0,78,59,469,439,0,310,1,12,42,0,17,0,0,66,32
150030087061002,229,202,1,139,0,10,20,1,5,0,0,26,27,187,173,1,117,0,10,20,1,1,0,0,19,15
150030087062000,12,10,0,14,0,0,0,0,0,0,0,0,0,11,8,0,14,0,0,0,0,0,0,0,0,0
150030087062001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087062002,1143,815,0,223,0,506,18,0,14,0,0,60,307,664,431,0,173,0,181,18,0,21,0,0,28,227
150030087062003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087062004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087062005,2,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
150030087062006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087062007,161,103,0,88,0,4,1,0,26,0,0,15,83,100,63,0,78,0,2,1,0,19,0,0,7,43
150030087063000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087063001,1039,923,3,541,3,31,202,3,36,0,0,146,115,839,779,3,463,3,24,198,3,22,0,0,99,62
150030087063002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087063003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087063004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087063005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030087063006,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1
150030087071000,142,143,0,130,4,0,2,0,7,0,0,7,1,123,123,0,110,5,0,2,0,4,0,0,6,1
150030087071001,118,117,0,109,0,2,3,0,4,0,0,3,2,108,105,0,95,0,3,3,0,3,0,0,3,2
150030087071002,214,214,0,163,8,13,5,0,16,10,0,14,2,177,177,0,136,10,12,5,0,12,10,0,12,2
150030087071003,295,296,0,274,0,5,10,0,9,0,0,9,3,255,255,0,224,0,7,10,0,9,0,0,9,3
150030087071004,220,220,0,201,0,1,10,0,10,0,0,9,3,178,176,0,149,0,1,10,0,16,0,0,11,2
150030087071005,254,254,0,241,0,5,7,0,5,0,0,5,3,213,212,0,193,0,5,7,0,5,0,0,5,2
150030087072000,279,229,0,179,0,4,7,0,17,0,0,42,70,213,178,0,136,0,4,5,0,9,0,0,38,55
150030087072001,287,247,0,183,0,7,7,0,22,0,0,47,20,218,190,0,139,0,7,8,0,9,0,0,38,12
150030087072002,99,83,0,78,0,0,2,0,2,0,0,1,12,75,65,0,58,0,0,1,0,2,0,0,2,8
150030087072003,23,20,0,15,0,1,1,0,2,0,0,4,1,17,15,0,11,0,0,1,0,1,0,0,3,1
150030087072004,254,221,0,196,0,0,5,0,20,0,0,20,4,190,168,0,144,0,0,5,0,11,0,0,15,4
150030087072005,355,301,0,252,0,1,18,0,32,0,0,33,47,270,235,0,189,0,1,18,0,19,0,0,28,20
150030087073000,315,271,0,201,0,8,8,0,23,0,0,51,22,239,209,0,153,0,8,9,0,10,0,0,42,14
150030087073001,185,153,0,122,0,3,7,0,20,0,0,22,43,149,124,0,96,0,3,7,0,8,0,0,15,43
150030087073002,199,165,0,143,0,3,0,0,7,0,0,13,47,148,123,0,103,0,3,0,0,2,0,0,12,35
150030087073003,217,183,0,144,0,2,4,0,5,0,0,37,27,170,147,0,116,0,3,4,0,4,0,0,21,20
150030087073004,215,183,0,139,0,4,3,0,25,0,0,43,24,168,144,0,108,0,3,3,0,11,0,0,38,23
150030087073005,227,179,0,138,0,2,8,0,15,0,0,37,98,173,142,0,107,0,3,9,0,9,0,0,28,55
150030087074000,244,224,0,202,18,6,1,0,8,0,0,8,10,195,180,0,159,22,5,1,0,8,0,0,6,8
150030087074001,135,138,0,125,0,0,5,0,3,0,0,7,0,114,116,0,101,0,0,5,0,2,0,0,7,0
150030087074002,164,169,0,170,0,0,7,0,0,0,0,1,0,124,127,0,120,0,0,7,0,0,0,0,1,0
150030087074003,118,106,0,49,26,13,14,0,5,0,0,10,6,98,91,0,43,18,14,14,0,8,0,0,11,4
150030087074004,26,25,0,23,2,1,0,0,0,0,0,0,1,21,20,0,18,3,1,0,0,0,0,0,0,1
150030087074005,38,35,0,22,2,5,1,0,1,0,0,2,2,28,26,0,15,1,4,1,0,1,0,0,3,1
150030087074006,146,134,0,82,7,18,4,0,6,0,0,9,6,107,99,0,58,4,17,4,0,6,0,0,10,4
150030087074007,11,10,0,4,3,1,1,0,1,0,0,1,1,9,8,0,4,2,1,1,0,1,0,0,1,0
150030088011000,75,77,0,66,0,0,0,0,3,0,0,13,0,55,55,0,49,0,0,0,0,0,0,0,7,0
150030088011001,347,364,0,336,0,0,4,0,5,0,0,32,0,251,260,0,253,0,0,4,0,2,0,0,9,0
150030088011002,249,244,0,224,0,0,2,0,5,0,0,20,0,191,191,0,177,0,0,2,0,4,0,0,13,0
150030088011003,190,190,0,161,0,0,1,0,12,0,0,34,0,145,147,0,130,0,0,1,0,13,0,0,18,0
150030088011004,280,265,0,235,0,1,6,0,2,0,0,21,0,207,202,0,184,0,1,6,0,2,0,0,11,0
150030088011005,292,300,0,249,0,1,8,0,18,0,0,29,0,204,208,0,184,0,1,8,0,8,0,0,10,0
150030088011006,352,358,0,323,0,1,0,0,9,0,0,36,0,253,256,0,233,0,1,0,0,11,0,0,20,0
150030088011007,434,424,0,353,0,1,9,0,11,0,0,58,0,346,335,0,281,0,1,9,0,10,0,0,37,0
150030088011008,171,168,0,158,0,0,0,0,0,0,0,7,0,123,121,0,119,0,0,0,0,0,0,0,5,0
150030088012000,183,172,0,159,0,0,2,0,1,0,0,3,12,154,148,0,135,0,0,2,0,1,0,0,4,6
150030088012001,201,192,0,166,0,0,20,0,3,0,0,6,9,164,159,0,136,0,0,19,0,3,0,0,5,5
150030088012002,120,117,0,116,0,0,2,0,0,0,0,2,1,101,101,0,96,0,0,2,0,0,0,0,2,1
150030088012003,207,198,0,186,0,0,9,0,3,0,0,5,9,170,166,0,154,0,0,10,0,3,0,0,5,4
150030088012004,193,184,0,187,0,0,3,0,1,0,0,4,10,163,158,0,158,0,0,3,0,2,0,0,4,5
150030088012005,65,58,0,55,0,0,1,0,1,0,0,2,9,55,52,0,50,0,0,1,0,0,0,0,2,3
150030088012006,111,99,0,81,0,0,3,0,1,0,0,3,15,93,86,0,71,0,0,3,0,1,0,0,3,6
150030088021000,442,407,0,225,0,139,43,0,4,0,0,40,34,297,284,0,160,0,72,34,0,3,0,0,34,12
150030088021001,770,757,0,419,0,6,139,0,38,0,0,95,15,542,531,0,300,0,5,138,0,21,0,0,75,12
150030088021002,248,239,0,222,0,3,26,0,2,0,0,2,1,216,215,0,187,0,3,28,0,2,0,0,4,0
150030088021003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150030088022000,339,331,0,192,0,113,4,0,1,0,0,35,8,280,277,0,171,0,58,4,0,1,0,0,34,4
150030088022001,810,774,0,454,0,283,43,0,12,0,0,48,36,658,635,0,381,0,154,43,0,9,0,0,59,22
150030088022002,98,88,0,55,0,6,8,0,6,0,0,7,9,76,69,0,45,0,5,9,0,2,0,0,4,5
150030088022003,246,247,0,149,0,38,27,0,9,0,0,22,0,174,176,0,110,0,19,30,0,4,0,0,13,0
